lambdaStandard,lambdaSpecial,invmu,B,bStandard,bspecial,Sim Blk Prob Stand,Theo Blk Prob Stand,Sim Blk Prob Spe,Theo Blk Prob Spe,Sim Avg Link Load Spe,Theo Avg Link Load Spe,Theo Avg Link Load Stan
2,2,2,32,2,4,0.9307455540355677,0.000003759783449909279,0.6287027579162411,0.0304200582258927,19.137609008537954,0.4847899708870536,0.24999906005413752
2,2,4,16,2,4,1,0.23557026112368193,1,0.5746352413019079,0,0.8507295173961841,0.764429738876318
2,2,4,24,2,4,1,0.051406387712357934,1,0.38975188524395177,0,0.8136641530080642,0.6323957415250947
2,2,4,32,2,4,0.9829187396351575,0.004529831716282544,0.793859649122807,0.23557026112368193,21.830580128661843,0.764429738876318,0.49773508414185874
2,2,6,16,2,4,1,0.42265511497526337,1,0.698464025869038,0,0.904607922392886,0.866017327537105
2,2,6,24,2,4,1,0.19856738890547534,1,0.5560889270294189,0,0.8878221459411623,0.8014326110945246
2,2,6,32,2,4,0.9886082218920258,0.060412592462564536,0.8515973892133287,0.42265511497526337,22.548399732631758,0.866017327537105,0.7046905556530767
2,2,8,16,2,4,1,0.5452009988062894,1,0.7674004683840749,0,0.9303981264637002,0.9095980023874213
2,2,8,24,2,4,1,0.3424210036433723,1,0.6545757364457709,0,0.9211313694779443,0.8767719951421703
2,2,8,32,2,4,0.9950380416804498,0.17530763101638708,0.8882140512147079,0.5452009988062894,23.263706641114283,0.9095980023874213,0.8246923689836129
2,2,10,16,2,4,1,0.6269796588832524,1,0.810931354660828,0,0.9453432266958602,0.9325508527918691
2,2,10,24,2,4,1,0.45178853931469576,1,0.7181399457265736,0,0.9395335142447546,0.9136857678088405
2,2,10,32,2,4,0.9964081632653061,0.29203347319926587,0.9025452109845947,0.6269796588832524,23.47412021161874,0.9325508527918691,0.8849581585009176
2,2.5,2,16,2,4,1,0.0304200582258927,1,0.39834289356277885,0,0.7520713830465265,0.4847899708870536
2,2.5,2,24,2,4,1,0.0006416879652056608,1,0.19184725888636503,0,0.6734606175946958,0.33311943734493143
2,2.5,2,32,2,4,0.9550184625713327,0.000003759783449909279,0.6902195608782435,0.07004785220956704,20.273597416720964,0.5812200923690206,0.24999906005413752
2,2.5,4,16,2,4,1,0.23557026112368193,1,0.6466632177961718,0,0.8833419555095707,0.764429738876318
2,2.5,4,24,2,4,1,0.051406387712357934,1,0.48451490367843714,0,0.8591418272026048,0.6323957415250947
2,2.5,4,32,2,4,0.9809304619431202,0.004529831716282544,0.8299428267517618,0.3383184328873665,22.239987318832423,0.827101958890792,0.49773508414185874
2,2.5,6,16,2,4,1,0.42265511497526337,1,0.7532473329464804,0,0.9253225014506986,0.866017327537105
2,2.5,6,24,2,4,1,0.19856738890547534,1,0.6341108419488903,0,0.9147228951277742,0.8014326110945246
2,2.5,6,32,2,4,0.9912208050356137,0.060412592462564536,0.8782025486250838,0.5192555704153473,23.02136148223103,0.9013958054712238,0.7046905556530767
2,2.5,8,16,2,4,1,0.5452009988062894,1,0.810931354660828,0,0.9453432266958602,0.9095980023874213
2,2.5,8,24,2,4,1,0.3424210036433723,1,0.7181399457265736,0,0.9395335142447546,0.8767719951421703
2,2.5,8,32,2,4,0.9944898981466022,0.17530763101638708,0.9031647281579659,0.6269796588832524,23.46476342232939,0.9325508527918691,0.8246923689836129
2,2.5,10,16,2,4,1,0.6269796588832524,1,0.84688530490039,0,0.9569668443725623,0.9325508527918691
2,2.5,10,24,2,4,1,0.45178853931469576,1,0.7712013208249773,0,0.9533278298959277,0.9136857678088405
2,2.5,10,32,2,4,0.9962114972821611,0.29203347319926587,0.9274032708416434,0.6962904004123789,23.788283057937548,0.9490924987113162,0.8849581585009176
2,3,2,16,2,4,1,0.0304200582258927,1,0.46956521739130436,0,0.7956521739130434,0.4847899708870536
2,3,2,24,2,4,1,0.0006416879652056608,1,0.2649223221586263,0,0.7350776778413736,0.33311943734493143
2,3,2,32,2,4,0.9671606601549343,0.000003759783449909279,0.7330480579328505,0.12187578366630444,20.990867790057543,0.6585931622502716,0.24999906005413752
2,3,4,16,2,4,1,0.23557026112368193,1,0.698464025869038,0,0.904607922392886,0.764429738876318
2,3,4,24,2,4,1,0.051406387712357934,1,0.5560889270294189,0,0.8878221459411623,0.6323957415250947
2,3,4,32,2,4,0.9900924702774109,0.004529831716282544,0.852349738917898,0.42265511497526337,22.72777051778325,0.866017327537105,0.49773508414185874
2,3,6,16,2,4,1,0.42265511497526337,1,0.7913877329473493,0,0.9387552017369278,0.866017327537105
2,3,6,24,2,4,1,0.19856738890547534,1,0.6894965305651808,0,0.931510408304458,0.8014326110945246
2,3,6,32,2,4,0.9924076261177661,0.060412592462564536,0.8983240223463688,0.589928948437742,23.37262123559649,0.9226598660150807,0.7046905556530767
2,3,8,16,2,4,1,0.5452009988062894,1,0.8408247673499178,0,0.9550513959004927,0.9095980023874213
2,3,8,24,2,4,1,0.3424210036433723,1,0.762228150836978,0,0.9510873966520876,0.8767719951421703
2,3,8,32,2,4,0.9960668633235005,0.17530763101638708,0.9198803191489362,0.6845173449516601,23.775076544080996,0.9464479651450198,0.8246923689836129
2,3,10,16,2,4,1,0.6269796588832524,1,0.8713950065838734,0,0.9645374506209496,0.9325508527918691
2,3,10,24,2,4,1,0.45178853931469576,1,0.807589506839984,0,0.96205246580008,0.9136857678088405
2,3,10,32,2,4,0.9974966622162884,0.29203347319926587,0.9358011049723757,0.7442062556845108,23.75237327655246,0.9592265411830847,0.8849581585009176
3,1,2,16,2,4,1,0.12187578366630444,1,0.09523809523809523,0,0.4523809523809524,0.6585931622502716
3,1,2,24,2,4,1,0.011364802629442217,1,0.012084592145015107,0,0.3293051359516616,0.4943175986852789
3,1,2,32,2,4,0.8924490253192919,0.00033427929370972716,0.5114885114885115,0.0008594757198109154,17.17135853679938,0.24978513107004727,0.37487464526485886
3,1,4,16,2,4,1,0.42265511497526337,1,0.31067961165048547,0,0.6893203883495146,0.866017327537105
3,1,4,24,2,4,1,0.19856738890547534,1,0.11716247139588101,0,0.5885583524027459,0.8014326110945246
3,1,4,32,2,4,0.9597148353513636,0.060412592462564536,0.6785478547854785,0.0304200582258927,19.656379186544093,0.4847899708870536,0.7046905556530767
3,1,6,16,2,4,1,0.589928948437742,1,0.46956521739130436,0,0.7956521739130434,0.9226598660150807
3,1,6,24,2,4,1,0.40124449645512994,1,0.2649223221586263,0,0.7350776778413736,0.8981332553173048
3,1,6,32,2,4,0.9773801485482781,0.23569492696079944,0.7499141188594984,0.12187578366630444,20.91506302455256,0.6585931622502716,0.8598432071691006
3,1,8,16,2,4,1,0.6845173449516601,1,0.5746352413019079,0,0.8507295173961841,0.9464479651450198
3,1,8,24,2,4,1,0.532775537406636,1,0.38975188524395177,0,0.8136641530080642,0.934448925186728
3,1,8,32,2,4,0.9818262905563608,0.3885757737691884,0.8019768234492161,0.23557026112368193,21.41811904593688,0.764429738876318,0.9171363393462173
3,1,10,16,2,4,1,0.7442062556845108,1,0.6466632177961718,0,0.8833419555095707,0.9592265411830847
3,1,10,24,2,4,1,0.6190940924325755,1,0.48451490367843714,0,0.8591418272026048,0.9522647689185614
3,1,10,32,2,4,0.9905871806364859,0.4971293226481519,0.8301698301698301,0.3383184328873665,22.134594699360814,0.827101958890792,0.9428825200347151
3,1.5,2,16,2,4,1,0.12187578366630444,1,0.20610687022900764,0,0.5954198473282443,0.6585931622502716
3,1.5,2,24,2,4,1,0.011364802629442217,1,0.05215711526078557,0,0.47392144236960715,0.4943175986852789
3,1.5,2,32,2,4,0.9269770050476724,0.00033427929370972716,0.5950285965684118,0.008132439397150859,18.497846413630253,0.37195033522606846,0.37487464526485886
3,1.5,4,16,2,4,1,0.42265511497526337,1,0.46956521739130436,0,0.7956521739130434,0.866017327537105
3,1.5,4,24,2,4,1,0.19856738890547534,1,0.2649223221586263,0,0.7350776778413736,0.8014326110945246
3,1.5,4,32,2,4,0.9682397673898456,0.060412592462564536,0.7593397046046916,0.12187578366630444,20.78213096837105,0.6585931622502716,0.7046905556530767
3,1.5,6,16,2,4,1,0.589928948437742,1,0.6138085882683132,0,0.8689306763962953,0.9226598660150807
3,1.5,6,24,2,4,1,0.40124449645512994,1,0.4405162445447424,0,0.8392256331828862,0.8981332553173048
3,1.5,6,32,2,4,0.987386201601404,0.23569492696079944,0.821333922261484,0.2891580971109576,22.289951344493492,0.7996971407501728,0.8598432071691006
3,1.5,8,16,2,4,1,0.6845173449516601,1,0.698464025869038,0,0.904607922392886,0.9464479651450198
3,1.5,8,24,2,4,1,0.532775537406636,1,0.5560889270294189,0,0.8878221459411623,0.934448925186728
3,1.5,8,32,2,4,0.9926191008722881,0.3885757737691884,0.8509479189365875,0.42265511497526337,22.654924838784222,0.866017327537105,0.9171363393462173
3,1.5,10,16,2,4,1,0.7442062556845108,1,0.7532473329464804,0,0.9253225014506986,0.9592265411830847
3,1.5,10,24,2,4,1,0.6190940924325755,1,0.6341108419488903,0,0.9147228951277742,0.9522647689185614
3,1.5,10,32,2,4,0.9924090198705068,0.4971293226481519,0.8850443888003642,0.5192555704153473,22.958255178354815,0.9013958054712238,0.9428825200347151
3,2,2,16,2,4,1,0.12187578366630444,1,0.31067961165048547,0,0.6893203883495146,0.6585931622502716
3,2,2,24,2,4,1,0.011364802629442217,1,0.11716247139588101,0,0.5885583524027459,0.4943175986852789
3,2,2,32,2,4,0.9358240771906204,0.00033427929370972716,0.6552128729466979,0.0304200582258927,19.242191431133566,0.4847899708870536,0.37487464526485886
3,2,4,16,2,4,1,0.42265511497526337,1,0.5746352413019079,0,0.8507295173961841,0.866017327537105
3,2,4,24,2,4,1,0.19856738890547534,1,0.38975188524395177,0,0.8136641530080642,0.8014326110945246
3,2,4,32,2,4,0.9797867614393603,0.060412592462564536,0.7932412185783253,0.23557026112368193,21.572409847268037,0.764429738876318,0.7046905556530767
3,2,6,16,2,4,1,0.589928948437742,1,0.698464025869038,0,0.904607922392886,0.9226598660150807
3,2,6,24,2,4,1,0.40124449645512994,1,0.5560889270294189,0,0.8878221459411623,0.8981332553173048
3,2,6,32,2,4,0.9907874533889011,0.23569492696079944,0.8557156894857517,0.42265511497526337,22.648525184240256,0.866017327537105,0.8598432071691006
3,2,8,16,2,4,1,0.6845173449516601,1,0.7674004683840749,0,0.9303981264637002,0.9464479651450198
3,2,8,24,2,4,1,0.532775537406636,1,0.6545757364457709,0,0.9211313694779443,0.934448925186728
3,2,8,32,2,4,0.9919746806827173,0.3885757737691884,0.8863560732113145,0.5452009988062894,22.907486465392303,0.9095980023874213,0.9171363393462173
3,2,10,16,2,4,1,0.7442062556845108,1,0.810931354660828,0,0.9453432266958602,0.9592265411830847
3,2,10,24,2,4,1,0.6190940924325755,1,0.7181399457265736,0,0.9395335142447546,0.9522647689185614
3,2,10,32,2,4,0.9962459975709396,0.4971293226481519,0.9068497683653209,0.6269796588832524,23.39603834779921,0.9325508527918691,0.9428825200347151
3,2.5,2,16,2,4,1,0.12187578366630444,1,0.39834289356277885,0,0.7520713830465265,0.6585931622502716
3,2.5,2,24,2,4,1,0.011364802629442217,1,0.19184725888636503,0,0.6734606175946958,0.4943175986852789
3,2.5,2,32,2,4,0.9541892041064135,0.00033427929370972716,0.7115436241610739,0.07004785220956704,20.29329276630671,0.5812200923690206,0.37487464526485886
3,2.5,4,16,2,4,1,0.42265511497526337,1,0.6466632177961718,0,0.8833419555095707,0.866017327537105
3,2.5,4,24,2,4,1,0.19856738890547534,1,0.48451490367843714,0,0.8591418272026048,0.8014326110945246
3,2.5,4,32,2,4,0.9856267409470753,0.060412592462564536,0.8293108071869134,0.3383184328873665,22.116020761715724,0.827101958890792,0.7046905556530767
3,2.5,6,16,2,4,1,0.589928948437742,1,0.7532473329464804,0,0.9253225014506986,0.9226598660150807
3,2.5,6,24,2,4,1,0.40124449645512994,1,0.6341108419488903,0,0.9147228951277742,0.8981332553173048
3,2.5,6,32,2,4,0.9966139954853274,0.23569492696079944,0.8798666666666667,0.5192555704153473,23.279298398446326,0.9013958054712238,0.8598432071691006
3,2.5,8,16,2,4,1,0.6845173449516601,1,0.810931354660828,0,0.9453432266958602,0.9464479651450198
3,2.5,8,24,2,4,1,0.532775537406636,1,0.7181399457265736,0,0.9395335142447546,0.934448925186728
3,2.5,8,32,2,4,0.9961385576377059,0.3885757737691884,0.9011573766130105,0.6269796588832524,23.313765834675564,0.9325508527918691,0.9171363393462173
3,2.5,10,16,2,4,1,0.7442062556845108,1,0.84688530490039,0,0.9569668443725623,0.9592265411830847
3,2.5,10,24,2,4,1,0.6190940924325755,1,0.7712013208249773,0,0.9533278298959277,0.9522647689185614
3,2.5,10,32,2,4,0.9981390257252326,0.4971293226481519,0.9266834905033869,0.6962904004123789,23.905022803887963,0.9490924987113162,0.9428825200347151
3,3,2,16,2,4,1,0.12187578366630444,1,0.46956521739130436,0,0.7956521739130434,0.6585931622502716
3,3,2,24,2,4,1,0.011364802629442217,1,0.2649223221586263,0,0.7350776778413736,0.4943175986852789
3,3,2,32,2,4,0.9597694780006649,0.00033427929370972716,0.743986067268967,0.12187578366630444,20.745916087062284,0.6585931622502716,0.37487464526485886
3,3,4,16,2,4,1,0.42265511497526337,1,0.698464025869038,0,0.904607922392886,0.866017327537105
3,3,4,24,2,4,1,0.19856738890547534,1,0.5560889270294189,0,0.8878221459411623,0.8014326110945246
3,3,4,32,2,4,0.9885688669729912,0.060412592462564536,0.8533847000550357,0.42265511497526337,22.72182364240686,0.866017327537105,0.7046905556530767
3,3,6,16,2,4,1,0.589928948437742,1,0.7913877329473493,0,0.9387552017369278,0.9226598660150807
3,3,6,24,2,4,1,0.40124449645512994,1,0.6894965305651808,0,0.931510408304458,0.8981332553173048
3,3,6,32,2,4,0.9935410764872521,0.23569492696079944,0.8958660975061784,0.589928948437742,23.25908193313786,0.9226598660150807,0.8598432071691006
3,3,8,16,2,4,1,0.6845173449516601,1,0.8408247673499178,0,0.9550513959004927,0.9464479651450198
3,3,8,24,2,4,1,0.532775537406636,1,0.762228150836978,0,0.9510873966520876,0.934448925186728
3,3,8,32,2,4,0.9969882877858338,0.3885757737691884,0.9231890558421171,0.6845173449516601,23.723026768383768,0.9464479651450198,0.9171363393462173
